1937.06;-910.15;3265.03;
1945.04;-761.21;3265.03;
2274.59;-910.58;3265.03;
2279.10;-760.78;3265.03;
2194.76;-1279.55;3203.03;
2029.42;-1283.34;3202.03;
2593.74;-857.29;3204.03;
2746.88;-1006.20;3204.03;
3215.28;-1066.19;2710.03;
4174.44;-2179.70;2710.03;
3800.51;-2145.64;2710.03;
3969.35;-2988.16;2416.03;
3974.03;-3458.06;2251.03;
4539.70;-3762.40;2246.03;
6056.90;-2280.37;2112.03;
6053.13;-2456.90;2112.03;
6912.03;-1950.03;1792.03;
6912.03;-2113.96;1792.03;
7103.96;-2113.96;1792.03;
7103.96;-1950.03;1792.03;
