-219.40;168.81;0.03;
399.86;97.14;-95.91;
378.17;-95.65;48.14;
868.30;-13.82;0.03;
863.65;98.11;0.03;
181.95;-220.96;112.03;
-465.72;79.16;69.11;
-865.70;-1148.67;-59.96;
250.30;-1341.02;-207.96;
246.61;-1014.92;-207.96;
363.06;-1139.56;-109.96;
352.96;-1307.32;-109.96;
525.22;-1362.32;-303.96;
824.03;-1108.54;14.55;
745.01;-881.32;56.03;
677.73;-663.64;80.03;
277.86;-663.84;80.03;
69.97;-666.17;80.03;
-344.90;-668.42;-479.96;
-526.63;-666.65;-463.96;
-923.27;-799.88;-127.96;
-927.76;-506.89;-127.96;
