-1308.05;448.50;96.03;
-1762.26;-143.94;-1031.96;
-237.59;-1673.38;-86.96;
392.29;586.70;-288.96;
-143.76;1155.25;-139.26;
-1192.87;928.49;-159.00;
3111.68;-444.88;-145.59;
2944.84;-1493.72;-232.96;
3318.40;-1483.37;-232.96;
2777.79;-1142.62;-32.41;
3014.95;445.36;-254.00;
2682.22;1062.65;-310.96;
4722.96;-461.36;-340.71;
4183.00;-18.59;-643.96;
3673.18;-475.98;-158.67;
2301.03;94.59;-202.49;
2179.87;434.64;-182.96;
1873.06;-1222.68;-218.96;
1848.28;324.35;-164.96;
1919.89;1062.20;-168.21;
3165.70;390.19;-182.46;
