352.42;-684.41;-33.02;
1130.09;324.46;-67.96;
1294.89;294.49;-67.96;
2113.07;612.80;8.03;
1837.64;-425.17;-31.96;
1517.42;-1835.02;132.03;
2081.75;-3097.93;96.03;
1860.21;-2818.47;-39.96;
-112.58;-3196.57;16.03;
-1124.26;-2204.16;8.03;
-870.74;-3043.55;96.03;
-1887.39;-2395.40;8.03;
-3269.92;-2285.57;-63.96;
-1790.28;-761.79;-323.96;
-1095.31;-525.21;-323.96;
-2177.02;-684.66;-64.00;
-1421.84;-69.07;192.03;
-1345.46;139.78;-63.96;
-2772.57;699.57;-47.96;
-1918.41;1239.72;-63.96;
-958.87;991.28;-63.96;
