-3129.29;535.62;256.03;
-2993.65;507.20;256.03;
-3435.96;168.34;0.03;
-3330.85;338.58;0.03;
-3153.80;450.91;0.03;
-2797.79;527.14;0.03;
-2648.72;540.27;0.03;
-2360.55;235.28;0.03;
-2481.19;475.34;0.03;
-1859.00;296.37;58.03;
-1462.66;221.02;0.03;
-1118.79;219.48;0.03;
-1163.68;325.19;0.03;
-845.88;315.62;0.03;
-3974.44;1329.91;0.03;
-3989.83;1219.47;0.03;
-3978.80;721.33;0.03;
-3989.57;819.85;0.03;
-3989.11;948.75;0.03;
-3997.70;1081.35;0.03;
-2200.71;2619.96;1.03;
869.44;3073.18;236.03;
950.43;1315.71;0.03;
-27.63;941.52;1.03;
14.93;-291.16;1.03;
1927.22;-300.85;0.03;
1488.78;-865.87;0.03;
1220.58;-110.81;0.03;
