1375.05;-143.68;65.70;
1369.39;-366.73;74.03;
2241.73;-259.02;64.03;
2696.51;-241.49;64.03;
4376.73;-358.70;161.70;
4384.08;-153.31;164.03;
6752.48;-257.57;248.03;
7907.85;-255.35;312.03;
8378.03;-255.79;312.03;
9213.11;-191.28;297.15;
9591.45;-367.65;311.21;
10874.02;-175.93;351.53;
11455.41;-329.56;351.53;
1029.02;-3008.64;867.53;
1215.69;-2817.69;864.03;
4383.92;-2785.02;832.03;
4636.08;-2785.69;832.03;
7326.78;-2476.07;855.53;
7590.75;-2137.56;855.53;
842.11;-5276.26;1192.03;
838.09;-4961.32;1192.03;
1240.49;-5279.12;1368.03;
1246.63;-4955.24;1368.03;
1694.78;-5279.28;1456.03;
1698.29;-4959.76;1456.03;
2180.01;-5120.27;1520.03;
