-128.82;112.49;320.03;
-89.95;359.68;320.03;
-577.70;299.82;384.28;
-875.07;470.95;383.12;
432.66;-308.62;320.03;
-150.54;-623.32;392.28;
-152.53;-829.28;392.28;
-68.46;-958.63;320.13;
235.98;-909.69;320.03;
288.74;-1551.61;312.03;
493.80;-2405.84;289.03;
194.65;-2373.23;289.03;
1159.96;-2273.60;-271.96;
1216.49;-1866.16;-207.96;
1314.05;-1857.44;-191.96;
1096.98;-1655.00;-127.96;
1691.10;-180.92;80.03;
1312.26;250.89;80.03;
1413.10;446.99;80.03;
1576.17;1325.88;-207.96;
1263.37;1329.24;-207.96;
42.98;1059.56;-243.94;
-336.17;1046.25;-245.88;
-656.62;1550.80;-223.96;
-531.45;1632.42;-223.96;
-305.06;1744.53;-223.96;
87.83;1632.69;-216.46;
486.59;1631.80;-216.46;
1087.79;1631.37;-223.96;
1557.58;1654.63;-223.96;
1561.94;1709.45;-223.96;
2010.62;1616.77;-215.96;
