466.12;135.38;-489.71;
-477.72;-118.51;-489.71;
0.76;985.68;-511.96;
329.97;1467.64;-508.46;
1081.89;1455.86;-503.96;
1553.97;1464.87;-504.46;
2262.41;1333.70;-503.96;
2179.95;1088.95;-503.96;
1913.43;1079.88;-820.96;
644.03;1174.35;-775.71;
3093.13;1446.41;-921.96;
3094.28;984.31;-921.96;
3494.60;1221.09;-930.46;
4144.09;1335.61;-932.96;
4144.27;1115.18;-928.84;
4959.82;935.53;-835.96;
4808.52;936.34;-835.96;
4879.44;1556.07;-835.96;
5796.67;1065.31;-835.96;
5799.42;1030.86;-835.96;
5801.27;994.86;-835.96;
6105.84;1552.85;-835.96;
7243.95;1550.35;-776.52;
8426.86;1555.23;-722.96;
9713.36;1542.98;-829.46;
7591.41;604.92;-887.96;
7259.88;602.53;-887.96;
