-435.92;-1480.66;-155.90;
-429.77;-1280.00;-155.93;
-1078.99;-1416.77;-155.90;
-1147.30;-1161.11;-155.90;
-1085.32;-262.38;-155.90;
209.72;-575.43;-283.90;
290.98;-543.93;-91.96;
192.56;-840.63;-91.96;
1024.05;-1409.38;4.03;
2045.71;-1094.56;100.03;
640.19;-1.75;228.03;
1087.42;-5.43;228.03;
898.02;1660.75;228.03;
-264.17;1671.81;228.03;
-444.83;1221.98;228.03;
-708.71;323.86;228.03;
-508.63;-55.33;228.03;
-1086.84;-31.48;140.03;
-1728.22;-33.77;164.03;
-2042.02;-67.28;196.03;
-1857.70;255.53;196.03;
-2111.71;247.01;228.03;
-2109.42;953.24;196.03;
-1859.01;950.70;196.03;
