239.61;769.54;0.03;
-343.51;767.44;0.03;
-1034.91;767.19;0.03;
-1633.81;191.82;9.03;
-1761.78;192.90;9.03;
-1569.03;-975.83;192.03;
-1776.67;-846.38;320.03;
-1358.94;-848.22;496.03;
-1775.58;-723.82;688.03;
-1437.97;-1091.19;960.03;
-929.16;1120.48;417.03;
-1123.21;1220.27;417.03;
-2879.14;1023.91;-63.96;
-482.18;-220.12;96.03;
-87.75;4431.46;1056.03;
-3014.65;4051.12;384.03;
-3001.85;3985.95;416.03;
-3001.65;3923.49;448.03;
-2387.22;1573.49;-496.46;
-2912.11;1569.03;-508.96;
-965.45;4283.12;96.03;
-1309.18;4286.60;96.03;
1542.45;7.66;784.03;
1627.54;376.91;784.03;
1527.89;775.57;784.03;
2655.45;51.13;896.03;
2653.23;316.75;896.03;
3332.92;641.13;800.03;
