-437.30;612.60;-111.96;
761.57;975.54;16.03;
1140.16;799.09;300.03;
1439.79;476.14;195.03;
379.34;1211.94;-335.96;
2320.90;866.19;-343.96;
1878.61;1091.81;120.03;
1891.33;1037.35;256.03;
1423.50;1507.79;-7.96;
-499.01;697.08;-127.96;
-156.33;692.93;-127.96;
-515.44;-875.36;339.03;
494.12;-1239.68;638.03;
464.47;-592.59;766.03;
1513.79;-1113.94;-7.96;
1530.77;-909.77;-135.96;
899.22;-914.21;-135.96;
948.44;-138.80;-135.96;
1447.73;-129.22;-135.96;
723.32;2110.84;-143.96;
-154.40;2701.50;-135.96;
-128.51;2625.33;-135.96;
-213.45;2598.41;-135.96;
-246.38;2688.51;-135.96;
