-507.93;-221.81;-67.96;
-498.36;113.41;-67.96;
653.72;33.92;-63.96;
1442.24;141.62;-63.96;
621.30;-112.48;-263.96;
1440.78;-295.64;-525.75;
2020.70;-1231.35;-575.96;
1304.33;-1204.95;-536.96;
98.41;-1307.22;-575.96;
384.24;-1684.25;-575.96;
519.85;-2825.53;-376.19;
527.45;-3084.96;-380.51;
144.57;-4096.83;-383.96;
694.25;-4101.93;-383.96;
79.01;-3688.97;-383.96;
437.55;-4102.77;-383.96;
417.65;-6516.07;-254.99;
130.52;-6515.22;-255.00;
264.13;-6661.21;-2254.96;
378.72;-6791.52;-6254.96;
166.65;-6939.71;-13247.96;
522.18;-8177.85;-12769.95;
-50.14;-8403.25;-13159.25;
281.56;-8481.41;-12991.96;
638.63;-9381.81;-12991.96;
