2006.13;531.88;16.03;
2005.32;317.70;16.03;
1538.74;84.39;16.03;
1063.00;321.28;16.03;
2109.08;146.01;-527.65;
1893.59;-232.29;-527.65;
1563.63;1702.32;16.03;
1632.07;2035.01;16.03;
1394.02;2719.35;16.03;
3277.35;3313.71;-39.96;
4264.32;3007.93;-19.96;
4971.42;2606.09;-3.96;
6357.72;2683.82;16.03;
7080.73;677.89;-511.96;
7034.69;-1828.37;-527.96;
6724.77;-1829.04;-527.96;
7039.96;-2464.22;-527.96;
4639.05;-2420.34;-63.96;
4479.37;-2320.31;256.03;
4675.90;-2272.96;736.03;
4495.39;-2446.55;800.03;
3797.87;-2280.47;896.03;
3477.26;-2464.83;896.03;
3026.21;-2253.71;896.03;
2357.01;-2389.93;896.03;
2594.20;-1393.85;896.03;
2394.41;-712.98;896.03;
3177.68;-571.61;896.03;
3177.68;-571.61;896.03;
3503.59;-551.74;918.72;
3072.95;-199.51;918.72;
2811.29;-298.88;896.03;
2287.21;-80.45;896.03;
